.pred,date_time,datetime,date,year,month,wday,day,hour,dow,doy,quarter,period,hourly_temperature_2m.x,hourly_weathercode.x,hourly_temperature_2m.y,hourly_weathercode.y,average_temp,temp_diff,brux_wc,brug_wc,holiday,holiday_flag,max_past_24,min_past_24,mean_week,last_period,cooling,h_sin,time_human,type,resolution_code,total_load,temperature_2m,weather_code,weekday,label
6025.505735498765,2023-05-29T04:45:00Z,2023-05-29T04:45:00Z,2023-05-29,2023,5,2,29,4,2,149,2,4 45,NA,NA,NA,NA,9.75,0.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7500.178248803828,7386.77,15,0.8878852184023752,morning,preds,NA,NA,NA,NA,NA,NA
6079.934034089844,2023-05-29T05:00:00Z,2023-05-29T05:00:00Z,2023-05-29,2023,5,2,29,5,2,149,2,5 0,9.6,0,9.8,2,9.7,-0.20000000000000107,2,0,Pinkstermaandag,1,8673.161,5872.713,7499.476285714286,7386.77,15,0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
5957.7494576971685,2023-05-29T05:15:00Z,2023-05-29T05:15:00Z,2023-05-29,2023,5,2,29,5,2,149,2,5 15,NA,NA,NA,NA,9.7,-0.20000000000000107,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7498.780976303317,7386.77,15,0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
5954.52750282518,2023-05-29T05:30:00Z,2023-05-29T05:30:00Z,2023-05-29,2023,5,2,29,5,2,149,2,5 30,NA,NA,NA,NA,9.7,-0.20000000000000107,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7498.092226415094,7386.77,15,0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
5974.2019706866295,2023-05-29T05:45:00Z,2023-05-29T05:45:00Z,2023-05-29,2023,5,2,29,5,2,149,2,5 45,NA,NA,NA,NA,9.7,-0.20000000000000107,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7495.117079812207,7457.517,15,0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
6003.5007463068805,2023-05-29T06:00:00Z,2023-05-29T06:00:00Z,2023-05-29,2023,5,2,29,6,2,149,2,6 0,10.1,1,10.5,3,10.3,-0.40000000000000036,3,1,Pinkstermaandag,1,8673.161,5872.713,7492.169738317757,7457.517,15,0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
5995.041956909798,2023-05-29T06:15:00Z,2023-05-29T06:15:00Z,2023-05-29,2023,5,2,29,6,2,149,2,6 15,NA,NA,NA,NA,10.3,-0.40000000000000036,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7489.249813953488,7457.517,15,0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
5918.186132134665,2023-05-29T06:30:00Z,2023-05-29T06:30:00Z,2023-05-29,2023,5,2,29,6,2,149,2,6 30,NA,NA,NA,NA,10.3,-0.40000000000000036,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7486.356925925926,7457.517,15,0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
6055.611325202746,2023-05-29T06:45:00Z,2023-05-29T06:45:00Z,2023-05-29,2023,5,2,29,6,2,149,2,6 45,NA,NA,NA,NA,10.3,-0.40000000000000036,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7485.0495622119815,7714.424,15,0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
6026.070478866149,2023-05-29T07:00:00Z,2023-05-29T07:00:00Z,2023-05-29,2023,5,2,29,7,2,149,2,7 0,11.2,2,11.3,3,11.25,-0.10000000000000142,3,2,Pinkstermaandag,1,8673.161,5872.713,7483.754192660551,7714.424,15,0.9422609221188205,early morning,preds,NA,NA,NA,NA,NA,NA
5827.463349778644,2023-05-29T07:15:00Z,2023-05-29T07:15:00Z,2023-05-29,2023,5,2,29,7,2,149,2,7 15,NA,NA,NA,NA,11.25,-0.10000000000000142,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7482.470652968036,7714.424,15,0.9422609221188205,early morning,preds,NA,NA,NA,NA,NA,NA
5678.627104560326,2023-05-29T07:30:00Z,2023-05-29T07:30:00Z,2023-05-29,2023,5,2,29,7,2,149,2,7 30,NA,NA,NA,NA,11.25,-0.10000000000000142,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7481.1987818181815,7714.424,15,0.9422609221188205,early morning,preds,NA,NA,NA,NA,NA,NA
5618.114571454724,2023-05-29T07:45:00Z,2023-05-29T07:45:00Z,2023-05-29,2023,5,2,29,7,2,149,2,7 45,NA,NA,NA,NA,11.25,-0.10000000000000142,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7480.6575882352945,7112.784,15,0.9422609221188205,early morning,preds,NA,NA,NA,NA,NA,NA
5683.494412812821,2023-05-29T08:00:00Z,2023-05-29T08:00:00Z,2023-05-29,2023,5,2,29,8,2,149,2,8 0,12.8,2,12.5,3,12.65,0.3000000000000007,3,2,Pinkstermaandag,1,8673.161,5872.713,7480.1212702702705,7112.784,15,0.8169698930104421,early morning,preds,NA,NA,NA,NA,NA,NA
5871.879570150481,2023-05-29T08:15:00Z,2023-05-29T08:15:00Z,2023-05-29,2023,5,2,29,8,2,149,2,8 15,NA,NA,NA,NA,12.65,0.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7479.589762331839,7112.784,15,0.8169698930104421,early morning,preds,NA,NA,NA,NA,NA,NA
5935.43704464846,2023-05-29T08:30:00Z,2023-05-29T08:30:00Z,2023-05-29,2023,5,2,29,8,2,149,2,8 30,NA,NA,NA,NA,12.65,0.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7479.063,7112.784,15,0.8169698930104421,early morning,preds,NA,NA,NA,NA,NA,NA
6012.463357556248,2023-05-29T08:45:00Z,2023-05-29T08:45:00Z,2023-05-29,2023,5,2,29,8,2,149,2,8 45,NA,NA,NA,NA,12.65,0.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7477.368666666666,8405.206,15,0.8169698930104421,early morning,preds,NA,NA,NA,NA,NA,NA
6037.68231900886,2023-05-29T09:00:00Z,2023-05-29T09:00:00Z,2023-05-29,2023,5,2,29,9,2,149,2,9 0,14.4,3,13.8,3,14.100000000000001,0.5999999999999996,3,3,Pinkstermaandag,1,8673.161,5872.713,7475.689327433628,8405.206,15,0.6310879443260526,early morning,preds,NA,NA,NA,NA,NA,NA
5992.325084545018,2023-05-29T09:15:00Z,2023-05-29T09:15:00Z,2023-05-29,2023,5,2,29,9,2,149,2,9 15,NA,NA,NA,NA,14.100000000000001,0.5999999999999996,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7474.024784140969,8405.206,15,0.6310879443260526,early morning,preds,NA,NA,NA,NA,NA,NA
6014.446297530138,2023-05-29T09:30:00Z,2023-05-29T09:30:00Z,2023-05-29,2023,5,2,29,9,2,149,2,9 30,NA,NA,NA,NA,14.100000000000001,0.5999999999999996,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7472.374842105263,8405.206,15,0.6310879443260526,early morning,preds,NA,NA,NA,NA,NA,NA
6031.5620050057105,2023-05-29T09:45:00Z,2023-05-29T09:45:00Z,2023-05-29,2023,5,2,29,9,2,149,2,9 45,NA,NA,NA,NA,14.100000000000001,0.5999999999999996,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7469.125768558952,8760.757,15,0.6310879443260526,early morning,preds,NA,NA,NA,NA,NA,NA
5752.8611130276095,2023-05-29T10:00:00Z,2023-05-29T10:00:00Z,2023-05-29,2023,5,2,29,10,2,149,2,10 0,15.8,3,14.7,3,15.25,1.1000000000000014,3,3,Pinkstermaandag,1,8673.161,5872.713,7465.904947826087,8760.757,15.25,0.3984010898462418,early morning,preds,NA,NA,NA,NA,NA,NA
5703.458383986266,2023-05-29T10:15:00Z,2023-05-29T10:15:00Z,2023-05-29,2023,5,2,29,10,2,149,2,10 15,NA,NA,NA,NA,15.25,1.1000000000000014,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7462.712012987013,8760.757,15.25,0.3984010898462418,early morning,preds,NA,NA,NA,NA,NA,NA
5717.942419107937,2023-05-29T10:30:00Z,2023-05-29T10:30:00Z,2023-05-29,2023,5,2,29,10,2,149,2,10 30,NA,NA,NA,NA,15.25,1.1000000000000014,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7459.546603448276,8760.757,15.25,0.3984010898462418,early morning,preds,NA,NA,NA,NA,NA,NA
5540.853062714594,2023-05-29T10:45:00Z,2023-05-29T10:45:00Z,2023-05-29,2023,5,2,29,10,2,149,2,10 45,NA,NA,NA,NA,15.25,1.1000000000000014,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7456.818673819743,8631.447,15.25,0.3984010898462418,early morning,preds,NA,NA,NA,NA,NA,NA
5586.831812021106,2023-05-29T11:00:00Z,2023-05-29T11:00:00Z,2023-05-29,2023,5,2,29,11,2,149,2,11 0,17,3,15.8,3,16.4,1.1999999999999993,3,3,Pinkstermaandag,1,8673.161,5872.713,7454.114059829059,8631.447,16.4,0.13616664909624665,early morning,preds,NA,NA,NA,NA,NA,NA
5658.950634266613,2023-05-29T11:15:00Z,2023-05-29T11:15:00Z,2023-05-29,2023,5,2,29,11,2,149,2,11 15,NA,NA,NA,NA,16.4,1.1999999999999993,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7451.432463829788,8631.447,16.4,0.13616664909624665,early morning,preds,NA,NA,NA,NA,NA,NA
5642.443908831661,2023-05-29T11:30:00Z,2023-05-29T11:30:00Z,2023-05-29,2023,5,2,29,11,2,149,2,11 30,NA,NA,NA,NA,16.4,1.1999999999999993,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7448.773593220339,8631.447,16.4,0.13616664909624665,early morning,preds,NA,NA,NA,NA,NA,NA
5638.654503504325,2023-05-29T11:45:00Z,2023-05-29T11:45:00Z,2023-05-29,2023,5,2,29,11,2,149,2,11 45,NA,NA,NA,NA,16.4,1.1999999999999993,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7445.4767257383965,7935.771,16.4,0.13616664909624665,early morning,preds,NA,NA,NA,NA,NA,NA
5246.532905700633,2023-05-29T12:00:00Z,2023-05-29T12:00:00Z,2023-05-29,2023,5,2,29,12,2,149,2,12 0,18.2,1,16.4,3,17.299999999999997,1.8000000000000007,3,1,Pinkstermaandag,1,8673.161,5872.713,7442.20756302521,7935.771,17.299999999999997,-0.13616664909624643,early morning,preds,NA,NA,NA,NA,NA,NA
5763.004296809233,2023-05-29T12:15:00Z,2023-05-29T12:15:00Z,2023-05-29,2023,5,2,29,12,2,149,2,12 15,NA,NA,NA,NA,17.299999999999997,1.8000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7438.965757322176,7935.771,17.299999999999997,-0.13616664909624643,early morning,preds,NA,NA,NA,NA,NA,NA
5665.031356850295,2023-05-29T12:30:00Z,2023-05-29T12:30:00Z,2023-05-29,2023,5,2,29,12,2,149,2,12 30,NA,NA,NA,NA,17.299999999999997,1.8000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7435.7509666666665,7935.771,17.299999999999997,-0.13616664909624643,early morning,preds,NA,NA,NA,NA,NA,NA
5618.669108985667,2023-05-29T12:45:00Z,2023-05-29T12:45:00Z,2023-05-29,2023,5,2,29,12,2,149,2,12 45,NA,NA,NA,NA,17.299999999999997,1.8000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7435.099958506224,8159.45,17.299999999999997,-0.13616664909624643,early morning,preds,NA,NA,NA,NA,NA,NA
5203.975813435398,2023-05-29T13:00:00Z,2023-05-29T13:00:00Z,2023-05-29,2023,5,2,29,13,2,149,2,13 0,19,0,16.4,1,17.7,2.6000000000000014,1,0,Pinkstermaandag,1,8673.161,5872.713,7434.454330578513,8159.45,17.7,-0.3984010898462412,early morning,preds,NA,NA,NA,NA,NA,NA
5814.411821937417,2023-05-29T13:15:00Z,2023-05-29T13:15:00Z,2023-05-29,2023,5,2,29,13,2,149,2,13 15,NA,NA,NA,NA,17.7,2.6000000000000014,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7433.814016460905,8159.45,17.7,-0.3984010898462412,early morning,preds,NA,NA,NA,NA,NA,NA
5987.275669081127,2023-05-29T13:30:00Z,2023-05-29T13:30:00Z,2023-05-29,2023,5,2,29,13,2,149,2,13 30,NA,NA,NA,NA,17.7,2.6000000000000014,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7433.1789508196725,8159.45,17.7,-0.3984010898462412,early morning,preds,NA,NA,NA,NA,NA,NA
6073.0964305719035,2023-05-29T13:45:00Z,2023-05-29T13:45:00Z,2023-05-29,2023,5,2,29,13,2,149,2,13 45,NA,NA,NA,NA,17.7,2.6000000000000014,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7430.630567346939,7958.924,17.7,-0.3984010898462412,early morning,preds,NA,NA,NA,NA,NA,NA
5906.833612178939,2023-05-29T14:00:00Z,2023-05-29T14:00:00Z,2023-05-29,2023,5,2,29,14,2,149,2,14 0,19.6,3,15.7,3,17.65,3.900000000000002,3,3,Pinkstermaandag,1,8673.161,5872.713,7428.102902439025,7958.924,17.65,-0.6310879443260529,early morning,preds,NA,NA,NA,NA,NA,NA
6368.7817837238235,2023-05-29T14:15:00Z,2023-05-29T14:15:00Z,2023-05-29,2023,5,2,29,14,2,149,2,14 15,NA,NA,NA,NA,17.65,3.900000000000002,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7425.595704453442,7958.924,17.65,-0.6310879443260529,early morning,preds,NA,NA,NA,NA,NA,NA
6238.717828804797,2023-05-29T14:30:00Z,2023-05-29T14:30:00Z,2023-05-29,2023,5,2,29,14,2,149,2,14 30,NA,NA,NA,NA,17.65,3.900000000000002,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7423.108725806452,7958.924,17.65,-0.6310879443260529,early morning,preds,NA,NA,NA,NA,NA,NA
5953.049990827695,2023-05-29T14:45:00Z,2023-05-29T14:45:00Z,2023-05-29,2023,5,2,29,14,2,149,2,14 45,NA,NA,NA,NA,17.65,3.900000000000002,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7417.259919678715,8695.574,17.65,-0.6310879443260529,early morning,preds,NA,NA,NA,NA,NA,NA
5634.2042564577705,2023-05-29T15:00:00Z,2023-05-29T15:00:00Z,2023-05-29,2023,5,2,29,15,2,149,2,15 0,19.8,2,15.4,3,17.6,4.4,3,2,Pinkstermaandag,1,8673.161,5872.713,7411.457904,8695.574,17.6,-0.8169698930104419,early morning,preds,NA,NA,NA,NA,NA,NA
6229.674803908747,2023-05-29T15:15:00Z,2023-05-29T15:15:00Z,2023-05-29,2023,5,2,29,15,2,149,2,15 15,NA,NA,NA,NA,17.6,4.4,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7405.702119521912,8695.574,17.6,-0.8169698930104419,early morning,preds,NA,NA,NA,NA,NA,NA
6316.324208841082,2023-05-29T15:30:00Z,2023-05-29T15:30:00Z,2023-05-29,2023,5,2,29,15,2,149,2,15 30,NA,NA,NA,NA,17.6,4.4,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7399.992015873016,8695.574,17.6,-0.8169698930104419,early morning,preds,NA,NA,NA,NA,NA,NA
6303.509919697587,2023-05-29T15:45:00Z,2023-05-29T15:45:00Z,2023-05-29,2023,5,2,29,15,2,149,2,15 45,NA,NA,NA,NA,17.6,4.4,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7395.391102766798,8492.793,17.6,-0.8169698930104419,early morning,preds,NA,NA,NA,NA,NA,NA
6351.127700500875,2023-05-29T16:00:00Z,2023-05-29T16:00:00Z,2023-05-29,2023,5,2,29,16,2,149,2,16 0,19.5,3,15,3,17.25,4.5,3,3,Pinkstermaandag,1,8673.161,5872.713,7390.8264173228345,8492.793,17.25,-0.9422609221188204,early morning,preds,NA,NA,NA,NA,NA,NA
6703.750483878109,2023-05-29T16:15:00Z,2023-05-29T16:15:00Z,2023-05-29,2023,5,2,29,16,2,149,2,16 15,NA,NA,NA,NA,17.25,4.5,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7386.297533333333,8492.793,17.25,-0.9422609221188204,early morning,preds,NA,NA,NA,NA,NA,NA
6788.074467146064,2023-05-29T16:30:00Z,2023-05-29T16:30:00Z,2023-05-29,2023,5,2,29,16,2,149,2,16 30,NA,NA,NA,NA,17.25,4.5,NA,NA,Pinkstermaandag,1,8673.161,5872.713,7381.80403125,8492.793,17.25,-0.9422609221188204,early morning,preds,NA,NA,NA,NA,NA,NA
7116.171826767934,2023-05-29T16:45:00Z,2023-05-29T16:45:00Z,2023-05-29,2023,5,2,29,16,2,149,2,16 45,NA,NA,NA,NA,17.25,4.5,NA,NA,Pinkstermaandag,1,8673.161,5789.298,7375.607509727626,8271.208,17.25,-0.9422609221188204,early morning,preds,NA,NA,NA,NA,NA,NA
6880.680652553754,2023-05-29T17:00:00Z,2023-05-29T17:00:00Z,2023-05-29,2023,5,2,29,17,2,149,2,17 0,18.9,3,14.3,3,16.6,4.599999999999998,3,3,Pinkstermaandag,1,8673.161,5789.298,7369.459023255814,8271.208,16.6,-0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
7010.134506419034,2023-05-29T17:15:00Z,2023-05-29T17:15:00Z,2023-05-29,2023,5,2,29,17,2,149,2,17 15,NA,NA,NA,NA,16.6,4.599999999999998,NA,NA,Pinkstermaandag,1,8673.161,5789.298,7363.358015444015,8271.208,16.6,-0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
7027.446401457925,2023-05-29T17:30:00Z,2023-05-29T17:30:00Z,2023-05-29,2023,5,2,29,17,2,149,2,17 30,NA,NA,NA,NA,16.6,4.599999999999998,NA,NA,Pinkstermaandag,1,8673.161,5789.298,7357.303938461539,8271.208,16.6,-0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
6991.404675843003,2023-05-29T17:45:00Z,2023-05-29T17:45:00Z,2023-05-29,2023,5,2,29,17,2,149,2,17 45,NA,NA,NA,NA,16.6,4.599999999999998,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7349.097283524904,8174.951,16.6,-0.9976687691905392,early morning,preds,NA,NA,NA,NA,NA,NA
6932.859960247735,2023-05-29T18:00:00Z,2023-05-29T18:00:00Z,2023-05-29,2023,5,2,29,18,2,149,2,18 0,18.3,3,13.7,3,16,4.600000000000001,3,3,Pinkstermaandag,1,8673.161,5215.367,7340.953274809161,8174.951,16,-0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
6979.02007484111,2023-05-29T18:15:00Z,2023-05-29T18:15:00Z,2023-05-29,2023,5,2,29,18,2,149,2,18 15,NA,NA,NA,NA,16,4.600000000000001,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7332.871197718631,8174.951,16,-0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
6907.4399205785,2023-05-29T18:30:00Z,2023-05-29T18:30:00Z,2023-05-29,2023,5,2,29,18,2,149,2,18 30,NA,NA,NA,NA,16,4.600000000000001,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7324.850348484849,8174.951,16,-0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
6897.442384233515,2023-05-29T18:45:00Z,2023-05-29T18:45:00Z,2023-05-29,2023,5,2,29,18,2,149,2,18 45,NA,NA,NA,NA,16,4.600000000000001,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7322.23781509434,7513.885,16,-0.9790840876823228,early morning,preds,NA,NA,NA,NA,NA,NA
7169.193231750179,2023-05-29T19:00:00Z,2023-05-29T19:00:00Z,2023-05-29,2023,5,2,29,19,2,149,2,19 0,17.1,3,12.8,3,14.950000000000001,4.300000000000001,3,3,Pinkstermaandag,1,8673.161,5215.367,7319.64492481203,7513.885,15,-0.8878852184023751,early morning,preds,NA,NA,NA,NA,NA,NA
7150.19833949476,2023-05-29T19:15:00Z,2023-05-29T19:15:00Z,2023-05-29,2023,5,2,29,19,2,149,2,19 15,NA,NA,NA,NA,14.950000000000001,4.300000000000001,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7317.071456928839,7513.885,15,-0.8878852184023751,early morning,preds,NA,NA,NA,NA,NA,NA
7034.247146698073,2023-05-29T19:30:00Z,2023-05-29T19:30:00Z,2023-05-29,2023,5,2,29,19,2,149,2,19 30,NA,NA,NA,NA,14.950000000000001,4.300000000000001,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7314.5171940298505,7513.885,15,-0.8878852184023751,early morning,preds,NA,NA,NA,NA,NA,NA
6866.386143552988,2023-05-29T19:45:00Z,2023-05-29T19:45:00Z,2023-05-29,2023,5,2,29,19,2,149,2,19 45,NA,NA,NA,NA,14.950000000000001,4.300000000000001,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7310.968200743494,7116.678,15,-0.8878852184023751,early morning,preds,NA,NA,NA,NA,NA,NA
6969.370847049425,2023-05-29T20:00:00Z,2023-05-29T20:00:00Z,2023-05-29,2023,5,2,29,20,2,149,2,20 0,15.4,3,12.1,3,13.75,3.3000000000000007,3,3,Pinkstermaandag,1,8673.161,5215.367,7307.445496296296,7116.678,15,-0.7308359642781246,early morning,preds,NA,NA,NA,NA,NA,NA
6996.3172738043295,2023-05-29T20:15:00Z,2023-05-29T20:15:00Z,2023-05-29,2023,5,2,29,20,2,149,2,20 15,NA,NA,NA,NA,13.75,3.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7303.948789667897,7116.678,15,-0.7308359642781246,early morning,preds,NA,NA,NA,NA,NA,NA
7029.225846637979,2023-05-29T20:30:00Z,2023-05-29T20:30:00Z,2023-05-29,2023,5,2,29,20,2,149,2,20 30,NA,NA,NA,NA,13.75,3.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7300.477794117647,7116.678,15,-0.7308359642781246,early morning,preds,NA,NA,NA,NA,NA,NA
6952.27617010754,2023-05-29T20:45:00Z,2023-05-29T20:45:00Z,2023-05-29,2023,5,2,29,20,2,149,2,20 45,NA,NA,NA,NA,13.75,3.3000000000000007,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7298.474765567766,8295.33,15,-0.7308359642781246,early morning,preds,NA,NA,NA,NA,NA,NA
7043.424616078006,2023-05-29T21:00:00Z,2023-05-29T21:00:00Z,2023-05-29,2023,5,2,29,21,2,149,2,21 0,13.8,3,11.4,1,12.600000000000001,2.4000000000000004,1,3,Pinkstermaandag,1,8673.161,5215.367,7296.486357664234,8295.33,15,-0.5195839500354343,early morning,preds,NA,NA,NA,NA,NA,NA
7142.678110359935,2023-05-29T21:15:00Z,2023-05-29T21:15:00Z,2023-05-29,2023,5,2,29,21,2,149,2,21 15,NA,NA,NA,NA,12.600000000000001,2.4000000000000004,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7294.512410909091,8295.33,15,-0.5195839500354343,early morning,preds,NA,NA,NA,NA,NA,NA
6946.898776308638,2023-05-29T21:30:00Z,2023-05-29T21:30:00Z,2023-05-29,2023,5,2,29,21,2,149,2,21 30,NA,NA,NA,NA,12.600000000000001,2.4000000000000004,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7292.552768115942,8295.33,15,-0.5195839500354343,early morning,preds,NA,NA,NA,NA,NA,NA
6965.529876626791,2023-05-29T21:45:00Z,2023-05-29T21:45:00Z,2023-05-29,2023,5,2,29,21,2,149,2,21 45,NA,NA,NA,NA,12.600000000000001,2.4000000000000004,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7288.803285198556,7629.079,15,-0.5195839500354343,early morning,preds,NA,NA,NA,NA,NA,NA
6792.359049588609,2023-05-29T22:00:00Z,2023-05-29T22:00:00Z,2023-05-29,2023,5,2,29,22,2,149,2,22 0,12.5,2,10.8,1,11.65,1.6999999999999993,1,2,Pinkstermaandag,1,8673.161,5215.367,7285.080776978417,7629.079,15,-0.2697967711570244,early morning,preds,NA,NA,NA,NA,NA,NA
6475.541070437436,2023-05-29T22:15:00Z,2023-05-29T22:15:00Z,2023-05-29,2023,5,2,29,22,2,149,2,22 15,NA,NA,NA,NA,11.65,1.6999999999999993,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7281.384953405018,7629.079,15,-0.2697967711570244,early morning,preds,NA,NA,NA,NA,NA,NA
6365.6735256600405,2023-05-29T22:30:00Z,2023-05-29T22:30:00Z,2023-05-29,2023,5,2,29,22,2,149,2,22 30,NA,NA,NA,NA,11.65,1.6999999999999993,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7277.715528571429,7629.079,15,-0.2697967711570244,early morning,preds,NA,NA,NA,NA,NA,NA
6135.705904180881,2023-05-29T22:45:00Z,2023-05-29T22:45:00Z,2023-05-29,2023,5,2,29,22,2,149,2,22 45,NA,NA,NA,NA,11.65,1.6999999999999993,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7275.374494661922,8269.83,15,-0.2697967711570244,early morning,preds,NA,NA,NA,NA,NA,NA
6251.914240607044,2023-05-29T23:00:00Z,2023-05-29T23:00:00Z,2023-05-29,2023,5,2,29,23,2,149,2,23 0,11.4,3,10,1,10.7,1.4000000000000004,1,3,Pinkstermaandag,1,8673.161,5215.367,7273.050063829787,8269.83,15,-2.4492935982947064e-16,early morning,preds,NA,NA,NA,NA,NA,NA
6277.334938132399,2023-05-29T23:15:00Z,2023-05-29T23:15:00Z,2023-05-29,2023,5,2,29,23,2,149,2,23 15,NA,NA,NA,NA,10.7,1.4000000000000004,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7270.742060070671,8269.83,15,-2.4492935982947064e-16,early morning,preds,NA,NA,NA,NA,NA,NA
6156.165257456888,2023-05-29T23:30:00Z,2023-05-29T23:30:00Z,2023-05-29,2023,5,2,29,23,2,149,2,23 30,NA,NA,NA,NA,10.7,1.4000000000000004,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7268.450309859155,8269.83,15,-2.4492935982947064e-16,early morning,preds,NA,NA,NA,NA,NA,NA
6099.189526301372,2023-05-29T23:45:00Z,2023-05-29T23:45:00Z,2023-05-29,2023,5,2,29,23,2,149,2,23 45,NA,NA,NA,NA,10.7,1.4000000000000004,NA,NA,Pinkstermaandag,1,8673.161,5215.367,7265.523621052632,7224.24,15,-2.4492935982947064e-16,early morning,preds,NA,NA,NA,NA,NA,NA
6718.40376279596,2023-05-27T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,10.7,1.4000000000000004,NA,NA,NA,NA,8673.161,5215.367,7262.617398601398,7224.24,15,NA,sleep,preds,NA,NA,NA,NA,NA,NA
6718.40376279596,2023-05-28T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,10.7,1.4000000000000004,NA,NA,NA,NA,8673.161,5215.367,7259.731428571428,7224.24,15,NA,sleep,preds,NA,NA,NA,NA,NA,NA
6718.40376279596,2023-05-29T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,10.7,1.4000000000000004,NA,NA,NA,NA,8673.161,5215.367,7256.8655,7224.24,15,NA,sleep,preds,NA,NA,NA,NA,NA,NA
6188.570351035181,2023-05-25T21:45:00Z,2023-05-25T21:45:00Z,2023-05-25,2023,5,5,25,21,5,145,2,21 45,NA,NA,NA,NA,9,0.1999999999999993,NA,NA,NA,0,7516.409,3610.039,5523.245429420505,7276.285,15,-0.5195839500354343,early morning,backfit,PT15M,6513.533,NA,NA,1,test
